geneID,test,log2FoldChange,pvalue,From,Gene Names,Gene Name
Atp6v0a1,group2/group1,0.41,0.751707008168098,Atp6v0a1,ATP6V0A1 ATP6N1 ATP6N1A VPP1,ATP6V0A1
Atp6v0a2,group2/group1,-0.87,0.0713760565630019,Atp6v0a2,ATP6V0A2,ATP6V0A2
Atp6v0a4,group2/group1,0.0,1.0,Atp6v0a4,ATP6V0A4 ATP6N1B ATP6N2,ATP6V0A4
Atp6v0b,group2/group1,0.24,0.569431430755463,Atp6v0b,ATP6V0B ATP6F,ATP6V0B
Atp6v0c,group2/group1,0.14,0.958224999222103,Atp6v0c,ATP6V0C ATP6C ATP6L ATPL,ATP6V0C
Atp6v0d1,group2/group1,-0.58,0.211551701697739,Atp6v0d1,ATP6V0D1 ATP6D VPATPD,ATP6V0D1
Atp6v0d2,group2/group1,0.29,0.915391337161364,Atp6v0d2,ATP6V0D2,ATP6V0D2
Atp6v0e,group2/group1,-0.27,0.361547663454076,Atp6v0e,ATP6V0E1 ATP6H ATP6V0E,ATP6V0E1
Atp6v0e2,group2/group1,0.0,1.0,Atp6v0e2,ATP6V0E2 ATP6V0E2L C7orf32,ATP6V0E2
Atp6v1a,group2/group1,0.43,0.311146760733267,Atp6v1a,ATP6V1A ATP6A1 ATP6V1A1 VPP2,ATP6V1A
Atp6v1b1,group2/group1,1.82,0.446761279037684,Atp6v1b1,ATP6V1B1 ATP6B1 VATB VPP3,ATP6V1B1
Atp6v1b2,group2/group1,0.13,0.793450380479429,Atp6v1b2,ATP6V1B2 ATP6B2 VPP3,ATP6V1B2
Atp6v1c1,group2/group1,-1.23,0.0664914554855388,Atp6v1c1,ATP6V1C1 ATP6C ATP6D VATC,ATP6V1C1
Atp6v1c2,group2/group1,0.0,1.0,Atp6v1c2,ATP6V1C2,ATP6V1C2
Atp6v1d,group2/group1,-0.19,0.624383817603279,Atp6v1d,ATP6V1D ATP6M VATD,ATP6V1D
Atp6v1e1,group2/group1,-0.43,0.308125858724301,Atp6v1e1,ATP6V1E1 ATP6E ATP6E2,ATP6V1E1
Atp6v1e2,group2/group1,0.0,1.0,Atp6v1e2,ATP6V1E2 ATP6E1 ATP6EL2 ATP6V1EL2,ATP6V1E2
Atp6v1f,group2/group1,0.07,0.837602376608123,Atp6v1f,ATP6V1F ATP6S14 VATF,ATP6V1F
Atp6v1g1,group2/group1,0.2,0.538221206013987,Atp6v1g1,ATP6V1G1 ATP6G ATP6G1 ATP6J,ATP6V1G1
Atp6v1g2,group2/group1,0.63,0.818639655679185,Atp6v1g2,ATP6V1G2 ATP6G ATP6G2 NG38,ATP6V1G2
Atp6v1g3,group2/group1,0.0,1.0,Atp6v1g3,ATP6V1G3 ATP6G3,ATP6V1G3
Atp6v1h,group2/group1,-0.55,0.255104416528719,Atp6v1h,ATP6V1H CGI-11,ATP6V1H
Atp7a,group2/group1,-0.93,0.210151172985861,Atp7a,ATP7A MC1 MNK,ATP7A
Atp7b,group2/group1,0.0,1.0,Atp7b,ATP7B PWD WC1 WND,ATP7B
Atp8a1,group2/group1,-1.75,0.0522731124120919,Atp8a1,ATP8A1 ATPIA,ATP8A1
Atp8a2,group2/group1,0.0,1.0,Atp8a2,ATP8A2 ATPIB,ATP8A2
Atp8b1,group2/group1,0.0,1.0,Atp8b1,ATP8B1 ATPIC FIC1 PFIC,ATP8B1
Atp8b2,group2/group1,0.34,0.901342924208805,Atp8b2,ATP8B2 ATPID KIAA1137,ATP8B2
Atp8b3,group2/group1,0.0,1.0,Atp8b3,ATP8B3 ATP1K FOS37502_2,ATP8B3
Atp8b4,group2/group1,-0.45,0.564643997385348,Atp8b4,ATP8B4 KIAA1939,ATP8B4
Atp9a,group2/group1,0.0,1.0,Atp9a,ATP9A ATPIIA KIAA0611,ATP9A
Atp9b,group2/group1,1.07,0.513817261184014,Atp9b,ATP9B ATPIIB NEO1L HUSSY-20,ATP9B
Atpaf1,group2/group1,7.04,0.0709180174031821,Atpaf1,ATPAF1 ATP11,ATPAF1
Atpaf2,group2/group1,-1.12,0.207475762452846,Atpaf2,ATPAF2 ATP12 LP3663,ATPAF2
Atpif1,group2/group1,-0.78,0.0205659508861698,Atpif1,ATP5IF1 ATPI ATPIF1,ATP5IF1
Atr,group2/group1,-6.08,0.193763243574357,Atr,SERPINA2 ARGS ATR PIL SERPINA2P,SERPINA2
Atr,group2/group1,-6.08,0.193763243574357,Atr,ATR FRP1,ATR
Atr,group2/group1,-6.08,0.193763243574357,Atr,ANTXR1 ATR TEM8,ANTXR1
Atraid,group2/group1,0.1,0.890358715633187,Atraid,ATRAID APR3 C2orf28 HSPC013 UNQ214/PRO240,ATRAID
Atrip,group2/group1,-0.74,0.632484597258861,Atrip,ATRIP AGS1,ATRIP
Atrn,group2/group1,-6.85,0.0965954571423961,Atrn,ATRN KIAA0548 MGCA,ATRN
Atrnl1,group2/group1,6.66,0.102194385214107,Atrnl1,ATRNL1 KIAA0534,ATRNL1
Atrx,group2/group1,-1.08,0.364550572707103,Atrx,ATRX RAD54L XH2,ATRX
Atxn1,group2/group1,-3.72,0.280600078341692,Atxn1,ATXN1 ATX1 SCA1,ATXN1
Atxn10,group2/group1,0.96,0.0920008898223937,Atxn10,ATXN10 SCA10,ATXN10
Atxn1l,group2/group1,-1.42,0.66598115013047,Atxn1l,ATXN1L BOAT BOAT1,ATXN1L
Atxn2,group2/group1,2.72,0.247056135376697,Atxn2,ATXN2 ATX2 SCA2 TNRC13,ATXN2
Atxn2l,group2/group1,0.49,0.527398257971597,Atxn2l,ATXN2L A2D A2LG A2LP A2RP,ATXN2L
Atxn3,group2/group1,-0.3,0.785959636192002,Atxn3,ATXN3 ATX3 MJD MJD1 SCA3,ATXN3
Atxn7,group2/group1,0.83,0.588795627162162,Atxn7,ATXN7 SCA7,ATXN7
Atxn7l1,group2/group1,-0.04,0.973600720481686,Atxn7l1,ATXN7L1 ATXN7L4 KIAA1218,ATXN7L1
Atxn7l2,group2/group1,1.17,0.63032622322858,Atxn7l2,ATXN7L2,ATXN7L2
Atxn7l3,group2/group1,-0.03,0.990102218675084,Atxn7l3,ATXN7L3,ATXN7L3
Atxn7l3b,group2/group1,0.49,0.305641197673405,Atxn7l3b,ATXN7L3B,ATXN7L3B
Auh,group2/group1,-1.45,0.247301141332389,Auh,AUH,AUH
Aunip,group2/group1,-5.68,0.219059166726973,Aunip,AUNIP C1orf135,AUNIP
Aup1,group2/group1,-0.33,0.49538352905338,Aup1,AUP1,AUP1
Aurka,group2/group1,-0.39,0.830472955330322,Aurka,AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6,AURKA
Aurkaip1,group2/group1,0.01,0.982274352831299,Aurkaip1,AURKAIP1 AIP AKIP MRPS38,AURKAIP1
Aurkb,group2/group1,-6.37,0.00100219248884626,Aurkb,AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5,AURKB
Aurkc,group2/group1,0.0,1.0,Aurkc,AURKC AIE2 AIK3 AIRK3 ARK3 STK13,AURKC
Auts2,group2/group1,2.43,0.493578835699981,Auts2,AUTS2 KIAA0442,AUTS2
Aven,group2/group1,0.0,1.0,Aven,AVEN,AVEN
Avil,group2/group1,7.24,0.0952164670972838,Avil,AVIL,AVIL
Avl9,group2/group1,0.75,0.591699011237759,Avl9,AVL9 KIAA0241,AVL9
Avp,group2/group1,0.0,1.0,Avp,AVP ARVP VP,AVP
Avpi1,group2/group1,0.0,0.993176771299447,Avpi1,AVPI1 NPD013 PP5395,AVPI1
Avpr1a,group2/group1,0.0,1.0,Avpr1a,AVPR1A AVPR1,AVPR1A
Avpr1b,group2/group1,0.0,1.0,Avpr1b,AVPR1B AVPR3 VPR3,AVPR1B
Avpr2,group2/group1,0.0,1.0,Avpr2,AVPR2 ADHR DIR DIR3 V2R,AVPR2
Awat1,group2/group1,0.0,1.0,Awat1,AWAT1 DGA2 DGAT2L3,AWAT1
Awat2,group2/group1,0.0,1.0,Awat2,AWAT2 DC4 DGAT2L4 MFAT WS,AWAT2
Axin1,group2/group1,-1.24,0.594827179039109,Axin1,AXIN1 AXIN,AXIN1
Axin2,group2/group1,0.0,1.0,Axin2,AXIN2,AXIN2
Axl,group2/group1,1.33,0.0359073646473014,Axl,AXL UFO,AXL
Azgp1,group2/group1,0.0,1.0,Azgp1,AZGP1 ZAG ZNGP1,AZGP1
Azi2,group2/group1,0.4,0.794256969122012,Azi2,AZI2 NAP1 TBKBP2,AZI2
Azin1,group2/group1,-0.13,0.779282751886713,Azin1,AZIN1 OAZI OAZIN,AZIN1
Azin2,group2/group1,5.4,0.163230913730927,Azin2,AZIN2 ADC KIAA1945 ODCP,AZIN2
B2m,group2/group1,0.22,0.536362653001366,B2m,B2M CDABP0092 HDCMA22P,B2M
B3galnt1,group2/group1,8.0,0.041154562184684,B3galnt1,B3GALNT1 B3GALT3 UNQ531/PRO1074,B3GALNT1
B3galnt2,group2/group1,2.03,0.449791150158228,B3galnt2,B3GALNT2,B3GALNT2
B3galt1,group2/group1,0.0,1.0,B3galt1,B3GALT1,B3GALT1
B3galt2,group2/group1,0.0,1.0,B3galt2,B3GALT2,B3GALT2
B3galt4,group2/group1,-2.42,0.359541046029869,B3galt4,B3GALT4 GALT4,B3GALT4
B3galt5,group2/group1,0.0,1.0,B3galt5,B3GALT5,B3GALT5
B3galt6,group2/group1,0.51,0.816421077326692,B3galt6,B3GALT6,B3GALT6
B3gat1,group2/group1,0.0,1.0,B3gat1,B3GAT1 GLCATP,B3GAT1
B3gat2,group2/group1,0.0,1.0,B3gat2,B3GAT2 GLCATS KIAA1963,B3GAT2
B3gat3,group2/group1,0.45,0.682508883729883,B3gat3,B3GAT3,B3GAT3
B3glct,group2/group1,-0.17,0.950615521527446,B3glct,B3GLCT B3GALTL B3GTL,B3GLCT
B3gnt2,group2/group1,-0.66,0.520233503071266,B3gnt2,B3GNT2 B3GALT7 B3GNT1,B3GNT2
B3gnt3,group2/group1,2.4,0.338328924206734,B3gnt3,B3GNT3 B3GALT8 TMEM3 UNQ637/PRO1266,B3GNT3
B3gnt4,group2/group1,-3.95,0.289741809383738,B3gnt4,B3GNT4 UNQ1898/PRO4344,B3GNT4
B3gnt5,group2/group1,-0.26,0.553405344574154,B3gnt5,B3GNT5,B3GNT5
B3gnt6,group2/group1,0.0,1.0,B3gnt6,B4GAT1 B3GNT1 B3GNT6,B4GAT1
B3gnt6,group2/group1,0.0,1.0,B3gnt6,B3GNT6,B3GNT6
B3gnt7,group2/group1,1.6,0.470266616207568,B3gnt7,B3GNT7,B3GNT7
B3gnt8,group2/group1,1.2,0.688284399254082,B3gnt8,B3GNTL1 B3GNT8,B3GNTL1
B3gnt8,group2/group1,1.2,0.688284399254082,B3gnt8,B3GNT8 B3GALT7 BGALT15,B3GNT8
B3gnt9,group2/group1,0.0,1.0,B3gnt9,B3GNT9 UNQ1922/PRO4397,B3GNT9
B3gntl1,group2/group1,-6.16,0.188647468643919,B3gntl1,B3GNTL1 B3GNT8,B3GNTL1
B4galnt1,group2/group1,-0.07,0.86774986976539,B4galnt1,B4GALNT1 GALGT SIAT2,B4GALNT1
B4galnt2,group2/group1,1.6,0.470266616207568,B4galnt2,B4GALNT2 GALGT2,B4GALNT2
B4galnt3,group2/group1,0.0,1.0,B4galnt3,B4GALNT3,B4GALNT3
B4galnt4,group2/group1,0.0,1.0,B4galnt4,B4GALNT4,B4GALNT4
B4galt1,group2/group1,-1.21,0.309372071128601,B4galt1,B4GALT1 GGTB2,B4GALT1
B4galt2,group2/group1,7.16,0.0994941468984799,B4galt2,B4GALT2,B4GALT2
B4galt3,group2/group1,-0.25,0.767057388123331,B4galt3,B4GALT3,B4GALT3
B4galt4,group2/group1,0.46,0.498479113639539,B4galt4,B4GALT4 UNQ552/PRO1109,B4GALT4
B4galt5,group2/group1,1.24,0.514145179112578,B4galt5,B4GALT5,B4GALT5
B4galt6,group2/group1,-0.95,0.670286557907067,B4galt6,B4GALT6,B4GALT6
B4galt7,group2/group1,0.81,0.484456111752275,B4galt7,B4GALT7 XGALT1 UNQ748/PRO1478,B4GALT7
B4gat1,group2/group1,-0.84,0.726850341574455,B4gat1,B4GAT1 B3GNT1 B3GNT6,B4GAT1
B9d1,group2/group1,-6.28,0.14056074105812,B9d1,B9D1 MKSR1,B9D1
B9d2,group2/group1,0.0,0.997236584163104,B9d2,B9D2 MKSR2,B9D2
Baalc,group2/group1,0.0,1.0,Baalc,BAALC,BAALC
Baat,group2/group1,0.0,1.0,Baat,BAAT,BAAT
Babam1,group2/group1,0.28,0.563733852098482,Babam1,BABAM1 C19orf62 MERIT40 NBA1 HSPC142,BABAM1
Bace1,group2/group1,-2.12,0.428855180921611,Bace1,BACE1 BACE KIAA1149,BACE1
Bace2,group2/group1,0.0,1.0,Bace2,BACE2 AEPLC ALP56 ASP21 CDA13 UNQ418/PRO852,BACE2
Bach1,group2/group1,0.22,0.7368171692871,Bach1,BACH1,BACH1
Bach1,group2/group1,0.22,0.7368171692871,Bach1,BRIP1 BACH1 FANCJ,BRIP1
Bach2,group2/group1,-5.63,0.221804749219348,Bach2,BACH2,BACH2
Bad,group2/group1,-0.27,0.735419140668249,Bad,BAD BBC6 BCL2L8,BAD
Bag1,group2/group1,-0.11,0.887463768115135,Bag1,BAG1 HAP,BAG1
Bag2,group2/group1,1.08,0.525363066456331,Bag2,BAG2,BAG2
Bag3,group2/group1,1.67,0.256464737258931,Bag3,BAG3 BIS,BAG3
Bag4,group2/group1,-2.07,0.423943978724317,Bag4,BAG4 SODD,BAG4
Bag5,group2/group1,-0.83,0.320476917886845,Bag5,BAG5 KIAA0873,BAG5
Bag6,group2/group1,-1.31,0.162282192739743,Bag6,BAG6 BAT3 G3,BAG6
Bahcc1,group2/group1,-2.74,0.366051915895077,Bahcc1,BAHCC1 BAHD2 KIAA1447,BAHCC1
Bahd1,group2/group1,0.64,0.719573862164247,Bahd1,BAHD1 KIAA0945,BAHD1
Baiap2,group2/group1,0.36,0.799226187972238,Baiap2,BAIAP2,BAIAP2
Baiap2l1,group2/group1,-1.53,0.507349087703066,Baiap2l1,BAIAP2L1 IRTKS,BAIAP2L1
Baiap2l2,group2/group1,0.0,1.0,Baiap2l2,BAIAP2L2 UNQ9336/PRO34007,BAIAP2L2
Baiap3,group2/group1,0.0,1.0,Baiap3,BAIAP3 KIAA0734,BAIAP3
Bak1,group2/group1,0.3,0.828134703588354,Bak1,BAK1 BAK BCL2L7 CDN1,BAK1
Bambi,group2/group1,0.72,0.781254707844896,Bambi,BAMBI NMA,BAMBI
Banf1,group2/group1,-0.1,0.792517777715959,Banf1,BANF1 BAF BCRG1,BANF1
Banf2,group2/group1,0.0,1.0,Banf2,BANF2 BAFL C20orf179,BANF2
Bank1,group2/group1,0.0,1.0,Bank1,BANK1,BANK1
Banp,group2/group1,1.45,0.494466892457194,Banp,BANP BEND1 SMAR1,BANP
Bap1,group2/group1,-0.26,0.809294128042492,Bap1,BAP1 KIAA0272 hucep-6,BAP1
Bap1,group2/group1,-0.26,0.809294128042492,Bap1,MAGI1 AIP3 BAIAP1 BAP1 TNRC19,MAGI1
Bap1,group2/group1,-0.26,0.809294128042492,Bap1,RNF2 BAP1 DING HIPI3 RING1B,RNF2
Bard1,group2/group1,-6.25,0.143710156228202,Bard1,BARD1,BARD1
Barhl1,group2/group1,0.0,1.0,Barhl1,BARHL1 FKSG31,BARHL1
Barhl2,group2/group1,0.0,1.0,Barhl2,BARHL2,BARHL2
Barx1,group2/group1,0.0,1.0,Barx1,BARX1,BARX1
Barx2,group2/group1,-3.71,0.301198483019292,Barx2,BARX2,BARX2
Basp1,group2/group1,0.96,0.232430751451622,Basp1,BASP1 NAP22,BASP1
Batf,group2/group1,1.09,0.247304814083931,Batf,BATF,BATF
Batf2,group2/group1,1.51,0.0839600231930712,Batf2,BATF2,BATF2
Batf3,group2/group1,-1.28,0.0378094098565729,Batf3,BATF3 SNFT,BATF3
Bax,group2/group1,-0.19,0.569987068110991,Bax,BAX BCL2L4,BAX
Baz1a,group2/group1,-0.25,0.670804868811865,Baz1a,BAZ1A ACF1 WCRF180 HSPC317,BAZ1A
Baz1b,group2/group1,0.24,0.711085601458722,Baz1b,BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF,BAZ1B
Baz2a,group2/group1,0.55,0.446210446830993,Baz2a,BAZ2A KIAA0314 TIP5,BAZ2A
Baz2b,group2/group1,0.39,0.599816656068863,Baz2b,BAZ2B KIAA1476,BAZ2B
Bbc3,group2/group1,0.83,0.683699951276055,Bbc3,BBC3 PUMA,BBC3
Bbip1,group2/group1,-0.53,0.500187577119285,Bbip1,BBIP1 BBIP10 NCRNA00081,BBIP1
Bbox1,group2/group1,0.0,1.0,Bbox1,BBOX1 BBH BBOX,BBOX1
Bbs1,group2/group1,0.0,1.0,Bbs1,BBS1 BBS2L2,BBS1
Bbs10,group2/group1,0.0,1.0,Bbs10,BBS10 C12orf58,BBS10
Bbs12,group2/group1,-0.84,0.790181569186582,Bbs12,BBS12 C4orf24,BBS12
Bbs2,group2/group1,0.0,1.0,Bbs2,BBS2,BBS2
Bbs4,group2/group1,-6.54,0.159084882541763,Bbs4,BBS4,BBS4
Bbs5,group2/group1,1.36,0.608526772958676,Bbs5,BBS5,BBS5
Bbs7,group2/group1,0.0,1.0,Bbs7,BBS7 BBS2L1,BBS7
Bbs9,group2/group1,-6.02,0.198221766716131,Bbs9,BBS9 PTHB1,BBS9
Bbx,group2/group1,0.07,0.913227283427289,Bbx,BBX HBP2,BBX
Bcam,group2/group1,0.0,1.0,Bcam,BCAM LU MSK19,BCAM
Bcan,group2/group1,0.0,1.0,Bcan,BCAN BEHAB CSPG7 UNQ2525/PRO6018,BCAN
Bcap29,group2/group1,-1.37,0.0522510506043603,Bcap29,BCAP29 BAP29,BCAP29
Bcap31,group2/group1,-0.15,0.66552354811655,Bcap31,BCAP31 BAP31 DXS1357E,BCAP31
Bcar1,group2/group1,8.0,0.041154562184684,Bcar1,BCAR1 CAS CASS1 CRKAS,BCAR1
Bcar3,group2/group1,7.34,0.0848029440952053,Bcar3,BCAR3 NSP2 SH2D3B UNQ271/PRO308,BCAR3
Bcas1,group2/group1,1.82,0.446761279037684,Bcas1,BCAS1 AIBC1 NABC1,BCAS1
Bcas2,group2/group1,-0.43,0.403018965114052,Bcas2,BCAS2 DAM1,BCAS2
Bcas3,group2/group1,-0.37,0.824561088852545,Bcas3,BCAS3,BCAS3
Bcat1,group2/group1,7.66,0.0609138605421859,Bcat1,BCAT1 BCT1 ECA39,BCAT1
Bcat2,group2/group1,-0.32,0.576477391059092,Bcat2,BCAT2 BCATM BCT2 ECA40,BCAT2
Bccip,group2/group1,-0.14,0.850445128155027,Bccip,BCCIP TOK1,BCCIP
Bcdin3d,group2/group1,-5.55,0.225764451924709,Bcdin3d,BCDIN3D,BCDIN3D
Bche,group2/group1,0.0,1.0,Bche,BCHE CHE1,BCHE
Bckdha,group2/group1,0.85,0.372108138739319,Bckdha,BCKDHA,BCKDHA
Bckdhb,group2/group1,-0.97,0.720754453424317,Bckdhb,BCKDHB,BCKDHB
Bckdk,group2/group1,-0.11,0.883536731156636,Bckdk,BCKDK,BCKDK
Bcl10,group2/group1,0.62,0.20373596231201,Bcl10,BCL10 CIPER CLAP,BCL10
Bcl11a,group2/group1,-1.04,0.432325349904839,Bcl11a,BCL11A CTIP1 EVI9 KIAA1809 ZNF856,BCL11A
Bcl11b,group2/group1,0.0,1.0,Bcl11b,BCL11B CTIP2 RIT1,BCL11B
Bcl2,group2/group1,-7.23,0.0596276357183939,Bcl2,BCL2,BCL2
Bcl2l1,group2/group1,-0.57,0.509289866458394,Bcl2l1,BCL2L1 BCL2L BCLX,BCL2L1
Bcl2l10,group2/group1,0.0,1.0,Bcl2l10,BCL2L10 BCL-B BCLB BOO DIVA,BCL2L10
Bcl2l11,group2/group1,0.03,0.968222419937468,Bcl2l11,BCL2L11 BIM,BCL2L11
Bcl2l12,group2/group1,0.21,0.900494492099525,Bcl2l12,BCL2L12 BPR,BCL2L12
Bcl2l13,group2/group1,-2.1,0.467920759265457,Bcl2l13,BCL2L13 MIL1 CD003,BCL2L13
Bcl2l14,group2/group1,1.93,0.151733306262657,Bcl2l14,BCL2L14 BCLG,BCL2L14
Bcl2l15,group2/group1,0.0,1.0,Bcl2l15,BCL2L15 C1orf178,BCL2L15
Bcl2l2,group2/group1,5.09,0.233562544805312,Bcl2l2,BCL2L2 BCLW KIAA0271,BCL2L2
Bcl3,group2/group1,1.3,0.147638878544927,Bcl3,BCL3 BCL4 D19S37,BCL3
Bcl6,group2/group1,-0.26,0.748244661933451,Bcl6,BCL6 BCL5 LAZ3 ZBTB27 ZNF51,BCL6
Bcl6b,group2/group1,0.0,1.0,Bcl6b,BCL6B BAZF ZNF62,BCL6B
Bcl7a,group2/group1,0.0,1.0,Bcl7a,BCL7A,BCL7A
Bcl7b,group2/group1,-0.64,0.601274650194852,Bcl7b,BCL7B,BCL7B
Bcl7c,group2/group1,-3.02,0.192328990813477,Bcl7c,BCL7C,BCL7C
Bcl9,group2/group1,0.22,0.927720737708248,Bcl9,BCL9,BCL9
Bcl9l,group2/group1,3.14,0.40553303296504,Bcl9l,BCL9L DLNB11,BCL9L
Bclaf1,group2/group1,-0.09,0.836921015205858,Bclaf1,BCLAF1 BTF KIAA0164,BCLAF1
Bco1,group2/group1,-3.51,0.311742053924686,Bco1,BCO1 BCDO BCDO1 BCMO1,BCO1
Bco2,group2/group1,-1.98,0.262822265360242,Bco2,BCO2 BCDO2,BCO2
Bcor,group2/group1,-1.3,0.568215837460293,Bcor,BCOR KIAA1575,BCOR
Bcorl1,group2/group1,5.18,0.230144973945238,Bcorl1,BCORL1,BCORL1
Bcr,group2/group1,-5.79,0.212295120817523,Bcr,BCR BCR1 D22S11,BCR
Bcs1l,group2/group1,0.43,0.850545601553462,Bcs1l,BCS1L BCS1,BCS1L
Bdh1,group2/group1,-6.1,0.156665010181842,Bdh1,BDH1 BDH SDR9C1,BDH1
Bdh2,group2/group1,6.74,0.096872062084904,Bdh2,BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933,BDH2
Bdkrb1,group2/group1,0.0,1.0,Bdkrb1,BDKRB1 BRADYB1,BDKRB1
Bdkrb2,group2/group1,0.0,1.0,Bdkrb2,BDKRB2 BKR2,BDKRB2
Bdnf,group2/group1,6.7,0.13723575250533,Bdnf,BDNF,BDNF
Bdp1,group2/group1,-0.45,0.734242263092241,Bdp1,BDP1 KIAA1241 KIAA1689 TFNR,BDP1
Bdp1,group2/group1,-0.45,0.734242263092241,Bdp1,PTPN18 BDP1,PTPN18
Bean1,group2/group1,0.0,1.0,Bean1,BEAN1,BEAN1
Becn1,group2/group1,0.1,0.829088208742286,Becn1,BECN1 GT197,BECN1
Becn2,group2/group1,0.0,1.0,Becn2,BECN2 BECN1L1 BECN1P1,BECN2
Begain,group2/group1,0.0,1.0,Begain,BEGAIN KIAA1446,BEGAIN
Bend3,group2/group1,0.0,1.0,Bend3,BEND3 KIAA1553,BEND3
Bend4,group2/group1,-4.48,0.244785412414078,Bend4,BEND4 CCDC4,BEND4
Bend5,group2/group1,0.0,1.0,Bend5,BEND5 C1orf165,BEND5
Bend6,group2/group1,6.54,0.151747114616587,Bend6,BEND6 C6orf65,BEND6
Bend7,group2/group1,0.0,1.0,Bend7,BEND7 C10orf30,BEND7
Best1,group2/group1,1.51,0.552931888373364,Best1,BEST1 VMD2,BEST1
Best2,group2/group1,0.0,1.0,Best2,BEST2 VMD2L1,BEST2
Best3,group2/group1,0.0,1.0,Best3,BEST3 VMD2L3,BEST3
Bet1,group2/group1,-0.27,0.75984399249727,Bet1,BET1,BET1
Bet1l,group2/group1,-0.14,0.902332564184189,Bet1l,BET1L GS15,BET1L
Bex1,group2/group1,0.0,1.0,Bex1,BEX1,BEX1
Bex2,group2/group1,0.0,1.0,Bex2,BEX2,BEX2
Bex4,group2/group1,0.0,1.0,Bex4,BEX4 BEXL1 NADE3,BEX4
Bfar,group2/group1,-0.3,0.770201944718629,Bfar,BFAR BAR RNF47,BFAR
Bfsp1,group2/group1,0.0,1.0,Bfsp1,BFSP1,BFSP1
Bfsp2,group2/group1,0.0,1.0,Bfsp2,BFSP2,BFSP2
Bglap,group2/group1,0.0,1.0,Bglap,BGLAP,BGLAP
Bgn,group2/group1,7.17,0.000203222278011547,Bgn,BGN SLRR1A,BGN
Bhlha15,group2/group1,0.0,1.0,Bhlha15,BHLHA15 BHLHB8 MIST1,BHLHA15
Bhlha9,group2/group1,0.0,1.0,Bhlha9,BHLHA9 BHLHF42,BHLHA9
Bhlhb9,group2/group1,7.58,0.0672200409839337,Bhlhb9,GPRASP3 BHLHB9 KIAA1701,GPRASP3
Bhlhe22,group2/group1,0.0,1.0,Bhlhe22,BHLHE22 BHLHB5 TNRC20,BHLHE22
Bhlhe23,group2/group1,0.0,1.0,Bhlhe23,BHLHE23 BHLHB4,BHLHE23
Bhlhe40,group2/group1,1.27,0.0118571818047659,Bhlhe40,BHLHE40 BHLHB2 DEC1 SHARP2 STRA13,BHLHE40
Bhlhe41,group2/group1,6.0,0.188839381337596,Bhlhe41,BHLHE41 BHLHB3 DEC2 SHARP1,BHLHE41
Bhmt,group2/group1,0.0,1.0,Bhmt,BHMT,BHMT
Bhmt2,group2/group1,0.0,1.0,Bhmt2,BHMT2,BHMT2
Bicc1,group2/group1,0.0,1.0,Bicc1,BICC1,BICC1
Bicd1,group2/group1,-3.24,0.392837079266835,Bicd1,BICD1,BICD1
Bicd2,group2/group1,1.14,0.246664494408617,Bicd2,BICD2 KIAA0699,BICD2
Bid,group2/group1,-0.1,0.846947833464996,Bid,BID,BID
Bik,group2/group1,0.0,1.0,Bik,BIK NBK,BIK
Bin1,group2/group1,0.28,0.596986726652371,Bin1,BIN1 AMPHL,BIN1
Bin2,group2/group1,0.13,0.76894425321917,Bin2,BIN2 BRAP1,BIN2
Bin3,group2/group1,-0.61,0.270714024508204,Bin3,BIN3,BIN3
Birc2,group2/group1,-7.09,0.0975617046364431,Birc2,BIRC2 API1 MIHB RNF48,BIRC2
Birc3,group2/group1,0.5,0.588653110927301,Birc3,BIRC3 API2 MIHC RNF49,BIRC3
Birc5,group2/group1,-7.22,0.000104615416915236,Birc5,BIRC5 API4 IAP4,BIRC5
Birc6,group2/group1,-0.81,0.450432315824068,Birc6,BIRC6 KIAA1289,BIRC6
Birc7,group2/group1,0.0,1.0,Birc7,BIRC7 KIAP LIVIN MLIAP RNF50 UNQ5800/PRO19607/PRO21344,BIRC7
Bivm,group2/group1,-4.3,0.274472244396391,Bivm,BIVM,BIVM
Blcap,group2/group1,1.83,0.0593309030894959,Blcap,BLCAP BC10,BLCAP
Blk,group2/group1,0.0,1.0,Blk,BLK,BLK
Blm,group2/group1,1.59,0.453914387743785,Blm,BLM RECQ2 RECQL3,BLM
Blmh,group2/group1,-1.39,0.0480598917824163,Blmh,BLMH,BLMH
Blnk,group2/group1,1.82,0.446761279037684,Blnk,BLNK BASH SLP65,BLNK
Bloc1s1,group2/group1,-0.11,0.810236533827936,Bloc1s1,BLOC1S1 BLOS1 GCN5L1 RT14,BLOC1S1
Bloc1s2,group2/group1,-0.4,0.376165633787437,Bloc1s2,BLOC1S2 BLOS2 CEAP,BLOC1S2
Bloc1s3,group2/group1,0.83,0.706281576514941,Bloc1s3,BLOC1S3 BLOS3,BLOC1S3
Bloc1s4,group2/group1,-0.57,0.713574665496186,Bloc1s4,BLOC1S4 CNO,BLOC1S4
Bloc1s5,group2/group1,4.75,0.0969481981000725,Bloc1s5,BLOC1S5 MUTED,BLOC1S5
